"Find companies","Created At","Updated At","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2025-07-25T09:00:16.081Z","Send table data","Send table data (2)","Send table data (3)","Send table data (4)","Send table data (5)"
,"2025-07-25T07:48:18.225Z","2025-07-28T11:44:30.365Z","Walpole Outdoors","Since 1933, Walpole Outdoors has been the standard for handcrafted outdoor products, answering the needs of homeowners and professionals alike. The same meticulous attention to detail and timeless good looks is evident in the company’s fences, gates, arbors, pergolas, gazebos, outdoor furniture, and more.

Today, Walpole maintains its position as the preeminent outdoor products company through a commitment to exceeding customer expectations with new techniques and technologies to ensure that the end result satisfies the most discerning clients.

The engineering department at Walpole is the most advanced in the industry. Every order is reviewed by these professionals for manufacturing accuracy. In more technical custom work, engineers use high-tech CAD systems to produce detailed drawings. Customers then have an exact representation of how their project will look when installed.

In addition, many Walpole products are offered in wood alternative modern cellular PVC. This long-lasting, low maintenance material has the look and feel of natural wood, yet won’t rot, split, or warp. Walpole is the largest fabricator of modern cellular PVC in the country.

Walpole also offers a free project consultation. A design representative will visit the customer’s property, suggest styles that are in keeping with the home’s architecture and surroundings, and take necessary measurements.","Architecture and Planning","201-500 employees","Privately Held","Foxborough (Foxboro), Massachusetts","United States","walpoleoutdoors.com","https://www.linkedin.com/company/walpoleoutdoors","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:30.716Z","Garanzia","For over 20 years Garanzia has been producing high quality metal furniture for commercial display and industrial use.","Architectural and Structural Metal Manufacturing","201-500 employees","Privately Held","Lerma de Villada, EdoMex","Mexico","tecnogondola.com.mx","https://www.linkedin.com/company/garanzia","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:30.716Z","HVAC Pipe Detailing California United States","HVAC Pipe Detailing California United States
http://www.detailpipe.com/","Civil Engineering","201-500 employees","Public Company","Miami, Florida","United States","detailpipe.com","https://www.linkedin.com/company/hvacpipeus4","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:30.365Z","Andamios y Cimbras R Y M","Servicios de Andamios
Servicios de Cimbras
Capacitación en manejo de andamios y seguridad
Ingeniería de andamios
Armando de torre y plataforma
Torre con ménsula y colgante a plataforma
Pasarela suspendida
Colgante en Rack para eléctricos
Ingeniería diseñada para interiores de tanques

Contamos con ingeniería con planos en diseño tanto en Autocad como en 3D.","Civil Engineering","51-200 employees","Self Owned","Santiago de Querétaro, Querétaro Arteaga","Mexico","andamiosycimbrasrym.net","https://www.linkedin.com/company/andamios-y-cimbras-r-y-m","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:30.716Z","Secured Dock Builders","Secured Dock Builders offers the high quality workmanship and materials with all our services. Our designer can create the best dock layout for you and your environment. Our prices are fair on each service we offer. We have the years of experience needed to make you dock project the best it can be. We do Building Custom Docks, Personal Floating Docks, Boat Lifts, and Custom Seawalls.","Civil Engineering","201-500 employees","Privately Held","Altamonte Springs, Florida","United States","secureddockbuilders.com","https://www.linkedin.com/company/secured-dock-builders","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:30.716Z","D Air Balancing","Testing, adjusting, and balancing of all HVAC systems in a new building is needed to complete the installation and to make the system perform as the designer intended. The purpose of testing, adjusting, and balancing (TAB) is to assure that an HVAC system is providing maximum occupant comfort at the lowest energy cost possible. This is extremely important in this era of rising energy costs. Most new commercial projects require a licensed air balancing report before they are able to receive a certificate of occupancy.

Our goal is to provide high quality and expedite services for all your air balancing needs. Our certified technicians are trained to handle all types of jobs and can help you through the air balancing process. After performing our engineering calculations, we will submit an official report to your local building agency.","Civil Engineering","51-200 employees","Privately Held","Westminster, CA","United States","airbalancingservices.com","https://www.linkedin.com/company/d-air-balancing","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.943Z","Eide RetractableStructures","Retractable Structures, a division of Eide Industries, Inc., specializes in the design-build of architectural shading solutions and retractable fabric roof systems. Whether your project starts on a piece of paper, 3D CAD or an iPad, our team of industry professionals are the key to transform your creative vision into reality.

Operating from a 41,000 square foot Southern California facility, we have the licenses, engineering and skilled manpower to work on complex and challenging assignments. Eide welcomes and encourages any opportunity to partner with projects that require compliance with FAR, DIR and OATELS, Prevailing Wages, Apprenticeship Programs, and Union Labor.","Architecture and Planning","51-200 employees","Privately Held","Cerritos, CA","United States","retractablestructures.com","https://www.linkedin.com/company/retractablestructures","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","Pothik Studio","Are you searching for an enthusiast architectural designer?

My goal is to establish myself as a renowned designer, modeler, and animator worldwide through my sincere and creative works. I have 7 years of experience in architectural works. I have complete confidence in my talent and creativity for any architectural work. I will work until your 100% satisfaction.

JOBS I DO:
1. Site Plan for city permit.
2. 3d floor plan.
3. 2D drafting in AutoCAD.
4. Converting Hand-drawn drawings into CAD format.
5. 3D modeling in Revit, 3dsMax, SketchUp.
6. Photoshop Architectural Presentations.
7. Architectural Visualization.
8. High-quality still views in 3dsMax, Vray.
9. Lumion Architectural Animation.
10. Architectural Master Plan, Site Plan, Section, Elevation Render in Photoshop.

Thank you!
Pothik Studio","Architecture and Planning","201-500 employees","Self Owned","Woodside, NY","United States",,"https://www.linkedin.com/company/pothikstudio","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","Grigorian Design Group,Ltd","Grigorian Design Group, LTD,GDG, founded in 1990 by George Grigorian, an American architect and interior designer in New York. GDG is a creative architecture and interior design company in the field of modern and historical architecture design. The designers of GDG try to realize exceptional harmony, blending aesthetic sensibility with function, environment and state-of-the-art technology of the architecture and create distinctive architecture. Our design solutions are a unique expression of client's hopes and dreams within the context of specific program requirements and budget.","Architecture and Planning","201-500 employees","Self Owned","NEW YORK","United States","grigoriandesign.com","https://www.linkedin.com/company/grigoriandesign","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","STB Designs & Construction Management LLC","Interior Architecture: Interior Design: Architecture: Engineering: BIM (Building Information Modeling) Consultant: Systems Design: Coordination & Reviews Specialist: Construction Management: Product Development: MIS (Management Information System): Sustainable Design - Insight & Energy Analysis Expert: Cost Engineering: Project Management: Design Build: Integrated Project Delivery Services: Quantity Surveying - CM & PM: Design & Construction Documentation:","Architecture and Planning","51-200 employees","Public Company","Morton, Pennsylvania","United States","stbdesignscm.com","https://www.linkedin.com/company/stb-interiors","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","EnviroAnalytix","EnviroAnalytix is a team of experts in the field of Engineering and BIM consultancy which is led by internationally accredited engineers having rich & diversified experience. We are a service provider with vast experience in Structural analysis and design of Steel, Concrete, Masonry, and Precast structures. The team has experience in delivering projects for clients from the US, Canada, the UK, the Middle East, Australia, New Zealand, and India.

Our structural engineers and BIM/CAD designers work closely with clients, third-party vendors, contractors, and various stakeholders. Our aim is to develop cost-effective, innovative, and sustainable solutions. EnviroAnalytix is involved in the various stages of projects ranging from feasibility study, value engineering, the basis of design, preliminary and detailed design, shop drawings preparation, peer review, structural auditing, and rehabilitation.

We work diligently to ensure our clients receive the best delivery, cost-effective sustainable designs, communication and detailing services.","Architecture and Planning","51-200 employees","Partnership","Dover, Delaware","United States","enviroanalytix.com","https://www.linkedin.com/company/enviroanalytix","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","Easy Architecture & Engineering","Designer East offers comprehensive professional services to meet the challenges for our clients. We have the flexibility and autonomy to service both local and global clients, and the advantage of access to our combined resources and collective experience. We are an exciting, dynamic and innovative firm that values diversity in our workforce.

Beginning with client aims, project review, a site analysis and appropriate considerations, to the evaluation of all credible planning and design options, ours is a first principle approach. This method of design is applied to all projects, whether small and simple structures or large and complex facilities.","Architecture and Planning","201-500 employees","Privately Held","Colorado Springs","United States",,"https://www.linkedin.com/company/easy-architecture-engineering","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","Apex Accuracy Estimating, INC","At Apex Accuracy Estimating, Inc we specialize in delivering precise and dependable construction estimating and takeoff services. Our expertise spans across residential, commercial, industrial, and infrastructure projects, serving contractors, subcontractors, and vendors throughout
 America.

Our services are designed to help our clients achieve accurate budgeting and efficient project planning. Leveraging industry-leading tools like Accu-Bid, PlanSwift, Bluebeam, ConEst, and more, we ensure detailed and accurate quantity takeoffs, cost estimates, and project insights.

In addition to electrical estimating and takeoffs, we offer a full range of architectural services, including:

2D/3D rendering
Shop drawings
Complete BIM solutions
Our commitment is to deliver value by providing reliable, fast, and cost-effective estimating services tailored to your project needs. Whether you’re a general contractor, subcontractor, or builder, our solutions streamline your workflow, reduce costs, and improve project outcomes.

Why Choose Apex Accuracy Estimating, Inc.?

Experienced Team: A skilled group of professionals with expertise in multiple trades, including HVAC, electrical, plumbing, drywall, and general construction.
Cutting-Edge Technology: Advanced software and tools ensure precision and consistency in every estimate.
Client-Focused Approach: Personalized services to meet your unique project requirements, with transparency and collaboration at every step.
Let’s Connect!
Explore how Apex Accuracy Estimating, Inc. can add value to your construction projects. Contact us for samples, project quotes, or any inquiries—we’re here to help you succeed!

 Email: apexaccuracyestimatinginc@gmail.com
 Phone: +1 (862) 213-6564
 Location: 9 Battle Ridge Trail, Totowa, NJ, USA","Civil Engineering","51-200 employees","Self Owned","Totowa, New Jersey","United States","apexaccuracyestimatinginc.com","https://www.linkedin.com/company/apex-accuracy-estimating-inc","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.547Z","2025-07-28T11:44:27.462Z","CorbisGlobal","We bring a new kind of scope to Owners, Developers and Architecture firms. We manage and coordinate projects, handle BIM and design software solutions.","Architecture and Planning","51-200 employees",,"Manhattan Beach, California","United States","corbisglobal.com","https://www.linkedin.com/company/corbisglobal","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.462Z","Charlan Brock Architects","Charlan Brock Architects (CBA) is driven by the singular goal of Impacting Lives Together. CBA strives for excellence by assisting clients in fulfilling their vision through a collaborative, empowering environment. Established in 1980, the Florida-based full-service architectural firm specializes in all forms of multi-family residential, student housing, and mixed-use developments. 

Over the past four decades, CBA has developed a laser sharp focus on meeting the ever-changing needs of the development industry with attention to all markets, pricing and intensities in the housing sector. Due to their passion and integrity, CBA has proudly become the go-to firm for incorporating housing of all types into mixed-use and town centers throughout the nation. In addition, CBA also concentrates on assisting both private and municipal clients as they determine how to arrange a multitude of uses into cohesive, vibrant, successful communities or design solutions.

Through each and every project, CBA has the same overall goals: to nurture and maintain a clear project vision, to maximize the effectiveness of every team member, and facilitate access to technical expertise and creativity. As a result, CBA has created a highly collaborative process flow, forming close relationships with their clients as well as outside consultants, before and during construction. The majority of CBA's design and construction document work is performed in REVIT, which provides a much more comprehensive design documentation and allows everyone on the team to understand the solution through three-dimensional modeling.","Architecture and Planning","51-200 employees","Privately Held","Maitland, Florida","United States",,"https://www.linkedin.com/company/cbaarchitects","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.462Z","Steel Design Solution","Steel Design Solution specializes in steel detailing services and accommodates the needs and requirements of fabricators in the steel industry. We provide Structural Steel Detailing and Miscellaneous Steel Detailing all over the world. We follow client standards to maintain the guidelines set by the AISC, IBC, SJI, SDI, NISD, ADA, ANSI, ASTM, AWS, SSPC, AGA, SEAA, NAAMM, and OSHA, CISC, BS, EC, IS  etc.
Send us your drawings and let us do the rest.","Civil Engineering","51-200 employees","Partnership","New mexico","United States","steeldesignsolution.com","https://www.linkedin.com/company/steel-design-solution","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.462Z","Coast 2 Coast","With a reputation for delivering critical architectural documentation tailored to meet the needs of each architect, engineer and property owner customer, we simplify commercial renovation and construction. Our 3D models, 2D CAD plans, and 360 photography solutions supply the needed tools to successfully manage design data and inherently complex projects.","Architecture and Planning","51-200 employees","Privately Held","Chattanooga, TN","United States","coast2coast.net","https://www.linkedin.com/company/coast-2-coast","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.462Z","Strand Consulting Corporation","We are affiliated with Strand Consulting Corp for 15+ years. 

We have been working on major projects for  Consultants, Contractors, and Rebar fabricators from the USA and Canada. We have successfully and timely completed many projects in the construction industry. Please visit our website http://www.strand-co.com to know more about us. 

REBAR DETAILING
• Detailing Placing Drawings,
• Bar Lists,
• Mesh Lists
• All type of Accessories Lists.

REBAR ESTIMATION
• Reinforcing Steel Estimating
• Change Orders: An added value service for detailing projects
• Conflict Resolution: A specialty service when parties need an independent
• review of rebar quantities and changes


We have been involved with many elements like Foundations, Columns, Walls, Slabs, Beams, Elevator pit, staircase, Bent caps, Girders, Deck Slab, Approach Slabs, Abutment, Wingwalls, WWF (Welded Wire Fabric) for the following areas:

• Residential Buildings
• Educations & Commercial Buildings
• Industrial Buildings
• High Rise Buildings & Towers
• Parking Decks and Parking Lots
• RCC Bridges and Highways
• Water Treatment Plants
• Drainage Structures
• Heavy Foundations
• Concrete Masonry Structures

Please look at the attached Sample placing drawings and reinforcement output (Bar lists) formats such as aSa, Fabrication Lists, etc; and also we should give drawings based on the Client needs as well.
Elevate your business to a whole new level by working with us.

     Kindly contact us, if you are interested in our rebar detailing or estimating services. We look forward to doing a mutually beneficial business and develop a strong relationship with you","Civil Engineering","51-200 employees","Privately Held","NewYork","United States","strand-co.com","https://www.linkedin.com/company/strandconsultingcorp","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.943Z","E2G Detailing Services LLC","Engineering to Global specializes in providing structural detailing and miscellaneous steel detailing to steel erectors, fabricators and general contractors. Our experience is not limited to only steel detailing but in all aspects of steel fabrication. Since our start, our services have been designed to be customer focused. We deliver accurate, cost-effective and promptly finished projects in the industry.

We always stay on the cutting edge of technology and use top 2d and 3d software such as AutoCAD, Tekla, etc. in order to obtain accurate structural detailing, and miscellaneous steel detailing drawings.

We are proud to have a dedicated team of steel detailing professionals. E2g consistently develops and implements new strategies and strict training for all our team members to ensure and improve the quality of our structural detailing services.

Engineering to Global is a company that distinguishes itself in the steel industry by implementing 4 basic yet important features: RELIABILITY, QUALITY, COMPETITVE PRICING, AND ON TIME DELIVERY. Here at e2g we deliver the best structural detailing services, all at competitive prices. We tailor our services according to our clients’ needs, in order to deliver them with the best structural steel detailing services and miscellaneous steel shop drawings.","Civil Engineering","51-200 employees","Privately Held","Woonsocket, Rhode Island","United States","engg2global.com","https://www.linkedin.com/company/engineering-to-global-e2g","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.462Z","Ensemble","Ensemble is an award-winning global Architecture + Design network with headquarters in New York and operation centres in Argentina, Spain, USA, and Italy.  Ensemble brings our collaborative expertise in BIM Management, Revit Modeling, Digital Twin Models and Immersive Digital Experiences to the Hospitality, MixedUse, Retail, Wellness, Life Sciences, Healthcare, Workplace and Restaurant sectors in N. and S. America, and the EMEA Region. 

 
Our global network of 250-architects, interior designers, engineers, and brand strategists works with brands, developers, manufacturers and fellow architects to deliver the latest technological drawings and visualizations at global competitive fees.  

 
We bring Experts Together to create spaces that are memorable, easy to build, customer-centric and more profitable for our clientele.","Architecture and Planning","51-200 employees","Privately Held","New York, NY","United States","go-ensemble.com","https://www.linkedin.com/company/ensemble-business-partners","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:27.462Z","Quattrocchi Kwok Architects (QKA)","Quattrocchi Kwok Architects (QKA) provides comprehensive master planning, design and construction administration services for Northern California K-12 and higher education, historic renovation and community facilities. With more than $2.5 billion in projects completed in the company’s 35+ year history, QKA’s award-winning portfolio reflects a commitment to design that emphasizes environmental sustainability and community impact. QKA has been recognized as one of the nation’s top K-12 and BIM architecture firms by Building Design + Construction. A proven inspiring and collegial environment, the firm has also continually landed on the North Bay Business Journal’s “Best Places to Work” list.","Architecture and Planning","51-200 employees","Privately Held","Santa Rosa, CA","United States","qka.com","https://www.linkedin.com/company/quattrocchi-kwok-architects","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","KPM Franklin","KPM Franklin provides civil engineering, land surveying, home builder surveying, aerial LiDAR surveying, planning and landscape architecture services. We unite proven business management practices with emerging innovative technologies to solve tough challenges and deliver projects on-time and within budget for private commercial and public sector clients.

Our diverse commercial client base is active in retail, single family and multi-family residential, healthcare, hospitality, theme park, office, industrial/warehouse and multiuse development markets. We also serve the public sector by doing business with city, county, state and federal government agencies; school boards; regulatory agencies; and transportation districts.

KPM Franklin has a diverse staff of more than 70 employees that includes civil engineers, surveyors, landscape architects, planners, CAD technicians and field specialists. Our bottom-up management approach allows all team members to constructively contribute to every phase of a project from conception to completion.

By utilizing the latest technical equipment and software, KPM Franklin creates value through innovative design.","Civil Engineering","51-200 employees","Privately Held","Kissimmee, FL","United States","kpmfranklin.com","https://www.linkedin.com/company/kpmfranklin","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","Thorson • Baker + Associates (TBA)","Thorson • Baker + Associates (TBA) was founded in 1993 to provide engineering consultation and design services for the building construction industry. TBA offers structural, mechanical, electrical, technology, and commissioning  engineering design services nationwide with professional registration in forty-nine states, the District of Columbia, Puerto Rico, British Columbia and Alberta Canada. Civil engineering services are offered in Ohio.

Registered in 49 States, District of Columbia, Puerto Rico, British Columbia and Canada

TBA is fully automated offering computer aided drafting (CAD) capabilities and Building Information Modeling (BIM) document production on all projects utilizing AutoCAD or Revit soft ware. 

Current staff includes:
29 Registered Engineers
17LEED AP Engineers
2 CxA Agents


E-Mail: contact-us@thorsonbaker.com

Web: www.thorsonbaker.com

Richfield - Cincinnati - Columbus","Architecture and Planning","51-200 employees","Privately Held","Richfield, OH","United States","thorsonbaker.com","https://www.linkedin.com/company/thorson-baker-&-associates-inc-","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:25.358Z","19six Architects","Founded in 1906, ours is one of the oldest and most established architectural firms in California. 19six Architecture, formerly known as PMSM Architecture, first entered the architecture industry over a century ago when A.B. Higginson, an architect and designer in his own right, saw major flaws in the design and structure of local buildings and wanted to improve their quality. What began as a local business in Santa Barbara has since grown into an architecture firm known across California for their award-winning design excellence and commitment to community impact.

Our work includes K-12 and Higher Education, Healthcare, Performing Arts, Civic, and Master Planning, as well as architectural and planning services. For over a century, we have served as an extension of our clients, working with them to design dozens of buildings to foster communities and growth.

ARCHITECTURAL SERVICES                                                          
- Programming Development and Site Planning Assessments
- Architectural Building Design                                                                         
- Agency Approvals 
- Project Management			             
- Building Renovation and Rehabilitation               
- Construction Documents / Specifications                                         
- Bid Preparation                                                          
- Construction Administration   
- LEED Certification Processing                                                      
- DSA Closeout 
- Jurisdictional Approval Processing
- Signage and Wayfinding

PLANNING SERVICES  
- Facilities Master Planning and Needs
-  Education Specifications
- Coordination with State Funding Sources
- Phasing and Scheduling
- Program Management
- Sustainability Studies
- Feasibility Studies
- Accessibility Studies","Architecture and Planning","201-500 employees","Privately Held","California","United States","19six.com","https://www.linkedin.com/company/19six","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:25.097Z","Existing Conditions","Existing Conditions is the nation's leading provider of building documentation. Since 1997, Existing Conditions has been providing architects, engineers, builders, owners, and real estate professionals with comprehensive building documentation through laser scanning & building information modeling.

To learn more about our technology and tools, visit www.existingconditions.com","Architecture and Planning","51-200 employees","Privately Held",,"United States","existingconditions.com","https://www.linkedin.com/company/existingconditions","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","Nova","Nova's story started in 2007. We have 3 offices with experienced Architects and Engineers in all main disciplines. Since 2007 we have delivered thousands of projects to our clients and partners worldwide.

Our experience includes BIM modeling and designing tall buildings in partnership with several large industry partners.","Architecture and Planning","51-200 employees","Partnership","New York, New York","United States","novaae.com","https://www.linkedin.com/company/novaaecomnyc","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","VCA Structural","Offices in Orange, Oakland and Denver. For more than 30 years, the engineers at VCA have combined expertise with a passion for construction to serve as a trusted advisor for architects, developers and contractors who turn to VCA to deliver competitive, build-able and timely structural engineering solutions. VCA also offers green consulting through it's affiliate company VCA Green.

VCA Sturctural is uniquely focused on projects ranging from single-family developments to large and complex mixed-use buildings. The team maintains an unparalleled record of  “wrap” and “podium” projects, Type III Modified, and parking structure design and offers vast experience with hotels/motels, senior and affordable housing, TOD and commercial structures.

VCA invests heavily in technology and is a leader in wood-frame 3-D and REVIT capability. The team is comprised of innovators dedicated to maximizing each project. When it comes to quality structural engineering, count on VCA Structural. Passionate People. Proven Results.

Orange + Oakland","Civil Engineering","51-200 employees","Privately Held","Orange, CA","United States","vcastructural.com","https://www.linkedin.com/company/vca-structural","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","Richard L. Bowen + Associates","Since 1959, Bowen has provided exceptional integrated architecture, planning, engineering, and construction management services. Bowen built its reputation through integrity, innovation, and a commitment to our communities. As an employee-owned company, we believe our dedication, our exemplary service, and the relationships we build are the keys to successful, innovative projects.","Architecture and Planning","51-200 employees","Privately Held","Cleveland, Ohio","United States","rlba.com","https://www.linkedin.com/company/bowenaec","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","Mason Clark Associates","Mason Clark Associates was formed in the Autumn of 1990 and has developed and expanded steadily, providing consultancy services in civil and structural engineering and building surveying.

The practice has its head office in Kingston upon Hull with offices in Leeds & York. From these locations we are able to provide a competitive professional service, which is continually being upgraded and reviewed to meet the needs of all our clients. 

A wide range of services are provided by the firm covering industrial, commercial and residential sectors. Our clients range from national companies to individuals and as a result we have developed procedures which enable us to meet the needs of all our clients irrespective of the scale of the brief.","Civil Engineering","51-200 employees","Privately Held","Hull","United States","masonclark.co.uk","https://www.linkedin.com/company/mason-clark-associates","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","Rydberg Engineering LLC","Rydberg Engineering LLC - Specializes in the field of The AEC industry consisting of three separate players -- Architecture, Engineering, and Construction.

Specialist engineering & architectural services & solutions company servicing clients across a range of engineering & architectural segments helping improve their engineering efficiency, support their global footprint, and improve their competitiveness. Leveraging technology, domain knowledge, & our robust work planning methodology to ensure an effective global delivery model for engineering services projects, we have emerged as a partner-of-choice for leading international companies.

We not only deliver drawings, but also provide a professional assessment, consultancy, suggestions and the desire to improve each project. We pride ourselves in our team of highly trained individuals with years of engineering experience.

Location: USA","Civil Engineering","51-200 employees","Privately Held","Newark, DE","United States","rydbergengineering.com","https://www.linkedin.com/company/rydbergengineeringllc","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:25.097Z","Agha Romero","A civil engineering firm (DBE) headquartered in Houston Texas. The firm specializes in Transportation, Drainage and Site Development. The latest technologies in civil engineering are utilized to maximize efficiency and eliminate design errors and incorporate BIM (building information technology). Transportation services includes roadway geometry design, drainage design, traffic control, striping and pavement marking, overhead large signs, retaining walls, SW3P and engineering quantities and estimates. Drainage design services include storm sewer analysis, ditch design, open channel design, detention ponds, detention pond stage storage analysis, bridge scour analysis, H&H for TxDOT projects using the latest Atlas 14. Site development services include, complete civil design including, grading, drainage, utilities and site plan. TxDOT driveway permits. Our team can utilize Bentley's latest OpenRoads Designer software as well as AutoCAD Civil 3D. We have GIS knowledge and capabilities catered to the H&H analysis. At AE we handle PS&E, Planning and Geometric Schematics, Feasibility Studies and Cost Benefit Analysis. Our staff can conduct training for engineering design using OpenRoads Designer roadway and SUDA (subsurface Utilities and Drainage Analysis) capabilities at your premises. Call us today to learn more.","Civil Engineering","51-200 employees","Privately Held","Houston, Texas","United States","aghaengineering.com","https://www.linkedin.com/company/agha-engineering-llc","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:25.358Z","Detail Dimension","Welcome to Detail Dimension, your trusted partner in providing comprehensive and top-notch services in the realm of Steel Detailing, Joist & Deck Detailing, Steel Take Off, BIM Coordination and Engineering. With a keen eye for detail and an unwavering commitment to excellence, we specialize in delivering exceptional solutions tailored to meet your specific needs. We are a unique group of talented individuals who specialize in providing detailing & engineering services to our customers with an aim 'Quality & On-Time Delivery', being the motto. We Design... Your Build. 

Detail Dimension stands ready to partner with you, providing unparalleled services that meet your needs and elevate your success. With our dedication to excellence, attention to detail, and a diverse range of specialized offerings, we are committed to helping you achieve your goals and surpassing your expectations. Contact us today to explore how Detail Dimension can contribute to your success by streamline your Steel Fabrication with our design and engineering services.

At our global design and delivery centre we have the state of art detailing facilities, and we use latest version software. We deliver the best out of thorough study and vision. We also look at “what if” solutions based on the review of contract drawings/engineering drawing, design, fabrication methods and ease in erection and develop alternative proposals to save time, material, and money.

Being a steel fabricator, you're probably familiar with the challenges of building structures, buildings, and other large infrastructure. You know how hard it can be to meet deadlines while also ensuring that your work is of the highest quality. To make this happen, you have to be able to see the problem clearly, understand what the solution looks like, and then take action—all in a short amount of time. That's where Detail Dimension come in! To help!

Location: USA & INDIA","Civil Engineering","51-200 employees","Partnership","San Antonio, Texas","United States","detaildimension.com","https://www.linkedin.com/company/detail-dimension","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","LINK STUDIOS","Our objective is to improve collaboration and function as a seamless extension of your company.

We compliment your efforts with highly skilled individuals supporting production and technology requirements.

Through careful analysis Link Studios creates processes that replicate those of our clients. We then implement a migration strategy for the efficient transfer of work.

This captured knowledge is also applied on all future engagements to ensure deliverables that are indistinguishable from your own.

We pursue opportunities that go beyond production support and create ongoing relationships and professional partnerships.","Architecture and Planning","51-200 employees","Privately Held","Miami, Florida","United States","link-studios.com","https://www.linkedin.com/company/linkstudios","People Search Updated","✅ Sent",,,,
,"2025-07-25T07:48:24.533Z","2025-07-28T11:44:24.629Z","Southeastern Surveying and Mapping Corp.","Founded in Orlando in 1972, SSMC is an independent, 100% employee-owned geospatial services firm providing professional surveying and mapping, subsurface utility engineering (SUE), and geographic information systems (GIS) services serving Florida and the Southeastern United States. Our staff of over 200 personnel includes 18 licensed Professional Surveyors and Mappers, one Professional Engineer, 42 Certified Survey Technicians (CST), seven Certified GIS Professionals, and dozens of highly experienced survey, computer-aided design (CAD), and GIS technicians. To maintain our commitment to meeting our customers’ needs, SSMC has worked tirelessly to develop highly innovative and needs-specific solutions for numerous municipal, public transportation, private development, and infrastructure improvements. At the forefront of technology, SSMC uses state-of-the-art equipment, leading-edge software, and cutting-edge processes to drive results.","Civil Engineering","51-200 employees","Privately Held","Orlando, Florida","United States","southeasternsurveying.com","https://www.linkedin.com/company/southeastern-surveying-and-mapping-corp-","People Search Updated","✅ Sent",,,,
